,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,returns,volatility
BDX,1.1784261715296198,0.5147656940760389,0.0947833775419982,49.50404858299595,104.56954010219953,154.07358868519546,44.276827371695184,109.79676131350028,0.4793522267206477,0.101792943898207,0.0680161943319838,0.0713128976286871,-0.048469387755102,0.023819182845552,0.0584859121525472,0.0381695944480589,1.048469387755102,0.6681818181818182,0.101792943898207,0.5927364049067902,1.4554121999810266,0.4616857748384955,0.4790966594188575,2.7543035993740217,0.1716348633316142,2.4554121999810263,7.373134328358209,8.243589743589743,3.4905001938735944,3.055310125463863,0.3340094658553076,12.328528615300266,8.78333574124908,2.0967389411838795,0.7980535279805353,0.1924812030075188,0.7124399038461539,0.1716348633316142,2.542398777692896,-3.4775339602925808,123.25925925925924,0.7980535279805352,3.239008693672327,3.239008693672327,3.949380062463852,55.38100671532847,28.799992104597216,20.51826360576923,20.51826360576923,0.1028030663577953,3.949380062463852,0.0144102387318944,21.4205460373648,3.239008693672327,25.0,10.72657928817518
F,1.1621795133086048,0.9939571189825948,0.1783719887498471,147.23617703656188,29.22861618643879,176.46479322300067,56.02106271298434,120.44373051001634,0.1360295060936497,0.0036818473380372,-0.0041051956382296,0.0003014753046824,1.13125,0.0001817921612767,0.0014163025463311,0.003578442068514,-0.0734375,-1.1149825783972125,0.0036818473380372,0.8714690740590322,6.789422932047612,0.7552602272978693,0.8252556527966468,0.0545575515635395,0.1125503282904014,7.790778966400482,2.479010304032566,6.515406568954675,12.487761913591694,2.3729432715870864,0.6030084668732135,4.440835850956697,2.519385699899295,8.723816717019133,50.82978723404256,0.1131430404105195,0.5673224105674924,0.1125503282904014,0.3247657098668827,-2.3111897274633124,-3.3642952508106045,50.82978723404256,1.1131414795841497,1.1131414795841497,0.2369441949967928,785.9489361702128,3.691376036774258,2.094200351493849,2.094200351493849,-7.944918593894543,0.2369441949967928,0.0646731421022425,9.608192429366206,1.1131414795841497,26.0,0.5643045399139482
EA,2.8172185430463577,2.679028697571744,2.078587196467991,45.93838383838384,0.0,45.93838383838384,31.198940998487146,14.7394428398967,0.7329292929292929,0.2012121212121212,0.2179797979797979,0.2058585858585858,0.0556070435588507,0.1137657697889918,0.1911461264303132,0.1488344291691572,0.9443929564411492,1.0833333333333333,0.2012121212121212,0.4048230434297197,0.680172575501782,0.1571541501976284,0.1571541501976284,23.162790697674417,1.556338028169014,1.680172575501782,7.945425361155698,11.699115044247788,0.0,11.049107142857142,0.5526403929887239,5.105610561056106,4.712871287128713,17.97029702970297,0.0,0.3125252525252525,0.9230769230769232,1.556338028169014,0.0,-13.0,-13.0,0.0,5.83549240292628,5.83549240292628,6.284648484848486,30.528959764474973,21.78502100840336,20.1092501616031,20.1092501616031,-34.497724533856434,6.284648484848486,0.0,22.203638516179957,5.83549240292628,34.0,4.999056741606198
DIS,0.8973549025238505,0.6668262020994863,0.1728725950033502,81.22128791145609,14.324456185444332,95.54574409690042,119.6860869151316,-24.14034281823119,0.3960327727468736,0.1703464136840592,0.2004312203536007,0.1588903262900675,0.2173694779116466,0.0569840811613328,0.1243741350405616,0.0728651094728946,0.7927423981640849,1.1766095688127585,0.1703464136840592,0.4697913229957109,1.0253721435241965,0.3002141631104042,0.3458336706829674,9.51123595505618,0.1405950708721746,2.182611924344881,4.493895743169046,3.0496443605748293,25.48089751364463,2.2013732873461382,0.358637825800066,3.989130434782609,1.0446859903381642,3.2717391304347827,0.2618961461914239,0.0949547218628719,0.2618831365425371,0.1405950708721746,0.7458507395280569,-1.3547990155865464,-3.3346794548207974,0.2618961461914239,2.4214786727724835,2.4214786727724835,3.093485122897801,19.46931065677583,124.40101734104046,32.578528610354226,32.578528610354226,-0.9508267995169588,3.093485122897801,0.0134517421190912,13.174375865784208,2.4214786727724835,34.0,12.909174342411186
BIO,2.407694134147621,1.6646331564503394,0.7296252326075793,62.00104773238613,191.7319134168924,253.7329611492785,37.03563128696086,216.69732986231767,0.5437635914293587,0.0993489956779957,0.9781204753815332,0.7607847870295749,0.2221972587448216,0.2207005418641134,0.305587763943954,0.0325155724646996,0.7778027412551783,9.845298069763697,0.0993489956779957,0.2828352723808677,0.3916211429356824,0.0023539360084428,0.076260482654334,9.807866416125728,0.963758324282912,1.3846262513125414,5.886997290359384,9.855374063206684,1.9036997727465537,3.296685572163427,0.2900958925924657,15.343531146332474,12.041852360687598,37.35029990282478,0.0,0.1980815509553961,0.7848162359657302,0.963758324282912,0.9921133083588098,-4.647190760362116,-4.647190760362116,0.0,1.918800333341616,1.918800333341616,4.7770044327472165,6.279048311939386,30.728661082743173,24.11635212722512,24.11635212722512,0.0162238916451989,4.7770044327472165,0.0,4.488883597242648,1.918800333341616,62.0,35.76827817162838
IDXX,0.9369975611336524,0.5484526502853156,0.1245297013663993,46.62943286573479,68.35484688757671,114.98427975331153,25.29654038616846,89.68773936714305,0.5673457398454781,0.2296913716685473,0.2169663319079915,0.1777051719467466,0.1808172066072023,0.2334110970136018,2.4100567410253952,0.4993469648770072,0.8190449199376506,0.9445994001946292,0.2296913716685473,0.90295911267548,9.32339003679433,0.79749378981564,0.8496538123004433,17.802157462566413,0.4578047292204244,10.325373437086204,7.827674015486833,14.428850523748824,5.339782277624232,3.9171619589487863,1.3134738536678536,5.331916623120247,3.529396736921558,1.0488997271090983,0.0,0.1907667430578983,0.6619377207845666,0.4578047292204244,1.5101596468955356,-2.9580348399732,-2.9580348399732,0.0,126.70778062015066,126.70778062015066,9.34277917976092,52.5746047647994,73.98714836115735,48.97488435353407,48.97488435353407,3.621806106019515,9.34277917976092,0.0,36.493141036038,126.70778062015066,43.0,29.23765312036922
MDT,2.592894239848914,1.8968366383380548,0.5185316336166195,74.3211048204994,149.62807209175313,223.9491769122525,77.86400873839432,146.08516817385822,0.7003959812808849,0.2051248486435186,0.1700755964263507,0.1515528356841313,0.1052530305945737,0.0516311012999754,0.0924517378371364,0.0771712097707517,0.8910910140465653,0.8291320995532865,0.2051248486435186,0.4401855196557183,0.7882054660517858,0.3282507241712262,0.3357159907699653,4.340720221606648,0.2767924155638949,1.7906210696532312,4.911121825779492,4.687660010240656,2.4393818278710366,6.5362566844919785,0.3406805360447744,5.204248366013072,4.362002376708259,7.314319667260844,0.5815158713020946,0.2293091599306214,0.8381618381618382,0.2767924155638949,8.361575178997613,-6.179012345679013,4.494547787042976,0.5815158713020946,2.3478876444870336,2.3478876444870336,3.8488084563275184,25.395819477434674,20.025206878937507,16.784364207221348,16.784364207221348,0.505708057420221,3.8488084563275184,0.0228980943819827,14.926197608016375,2.3478876444870336,32.0,9.029470733992772
ZBRA,0.8511396011396012,0.4807692307692308,0.0213675213675213,52.491638795986624,72.54088050314465,125.03251929913128,84.47798742138365,40.55453187774764,0.4682274247491639,0.1542920847268673,0.1333333333333333,0.1212931995540691,0.0903010033444816,0.1154744215665463,0.2958129418162044,0.2092530994859389,0.9096989966555185,0.8641618497109826,0.1542920847268673,0.6096370197410317,1.5617183251767264,0.3908578999668765,0.4332819722650231,7.775280898876405,0.4871977240398293,2.5617183251767264,6.953488372093023,4.320652173913044,5.031645569620253,12.254098360655735,0.9520271704521333,12.687241223110064,11.557428501052089,0.5556456010121196,0.0,0.1527313266443701,0.910948905109489,0.4871977240398293,3.0309734513274336,-11.229508196721312,-11.229508196721312,0.0,7.499469627275692,7.499469627275692,3.0750333655652176,25.352067361323527,22.101802315,20.13361261979562,20.13361261979562,0.897600222792806,3.0750333655652176,0.0,17.595736246589325,7.499469627275692,63.0,24.97091104014512
ZTS,2.629014396456257,1.67109634551495,1.069767441860465,63.32108626198083,258.3584337349397,321.6795199969206,55.1531124497992,266.5264075471214,0.6817891373801916,0.3223642172523961,0.2876996805111821,0.2396166134185303,0.167129372570794,0.1299263750541359,0.5539143279172821,0.2072081322517712,0.832870627429206,0.8924677898909812,0.3223642172523961,0.7654395842355999,3.2632939438700146,0.6929357069962581,0.709410880995815,9.04932735426009,0.2715171683557706,4.263293943870015,5.76427255985267,6.617940199335548,1.4127659574468086,2.9403475810239548,0.5422260718925942,3.754444676845848,2.792302865509308,4.04099560761347,0.2093333333333333,0.2867412140575079,0.7437325905292479,0.2715171683557706,3.59,-3.902173913043478,-12.294520547945206,0.2093333333333333,23.366519571639586,23.366519571639586,10.10807268370607,42.184356666666666,47.39815355805244,35.251551532033425,35.251551532033425,6.936983096296291,10.10807268370607,0.0049623450462323,27.896360837438426,23.366519571639586,58.0,14.081648047552964
CB,0.0,6.078676776069797,0.0798192771084337,274.7696425437314,0.0,,0.0,,0.0,0.0,0.1535423857719534,0.1302872520914994,0.1514574204610402,0.0251719480284611,0.0804973703710397,0.0,0.8485425795389598,0.0,0.0,0.687294778544503,2.1978999114420485,0.1968210190158223,0.2116855917593925,0.0,0.42684075918697,3.1978999114420485,1.328385467262483,0.0,0.0,0.0,0.1932034610015654,14.031856123374238,14.031856123374238,202.0392579252668,0.3039964077233947,0.1855145381150178,1.0,0.42684075918697,4.882217090069284,0.0,4.683899556868537,0.3039964077233947,1.2715095356892157,1.2715095356892157,2.0579738524314046,15.795665496008084,11.093329252478714,11.093329252478714,11.093329252478714,1.0352041464819863,2.0579738524314046,0.0192455587135737,13.703716691650836,1.2715095356892157,25.0,9.342481847796988
WFC,0.0,0.0,0.0,234.0877937528655,0.0,,0.0,,0.0,0.0,0.2844715093518921,0.229817899674359,0.171791057112158,0.0101418636562899,0.1044585510777681,0.0,0.807876684023473,0.0,0.0,0.9024754157468918,9.295261453624445,0.54941168256139,0.5621762748978818,0.0,0.0280066583437369,10.29973924102038,1.5592440517652235,0.0,0.0,3.8223690123123935,0.0441299988845973,1.5319478272745897,1.5319478272745897,35.443764084587194,0.4905110235817689,0.0791178303140025,1.0,0.0280066583437369,0.5557849533404905,0.0,0.7018458650537074,0.4905110235817689,1.2629112030179646,1.2629112030179646,2.778514512772886,12.090070080311012,35.11868945022288,35.11868945022288,35.11868945022288,-2.2655740020061117,2.778514512772886,0.0405713962221425,6.7575762093768255,1.2629112030179646,19.0,2.7596185424238757
